date,unique_addresses,transfer_volume_btc,avg_fee_usd
2020-05-24,458476.0,107256.0429658,3.1206070888990585
2020-05-25,551378.0,270424.20055243,3.057385833695154
2020-05-26,605213.0,116290.36726367,2.440568942078639
2020-05-27,603823.0,181996.845827,2.545779774273949
2020-05-28,617362.0,138922.72036044,2.7557200933959187
2020-05-29,591013.0,174955.09131375,3.1976395734021748
2020-05-30,556912.0,76390.33484394,2.2748661824128145
2020-05-31,495162.0,163468.67874987,2.2550053508218024
2020-06-01,623944.0,251034.49064988,2.4859222080250203
2020-06-02,638403.0,269856.47558314,3.1758417310825218
2020-06-03,646746.0,143202.62832215,2.4999971929970384
2020-06-04,628388.0,180171.68476832,1.9032131592766859
2020-06-05,643217.0,184254.95729065,1.6703424217459841
2020-06-06,548424.0,60040.87647443,1.0911538650162353
2020-06-07,487527.0,52177.20570141,1.0018762858210828
2020-06-08,625333.0,151974.17289403,1.2981345026306044
2020-06-09,644690.0,122474.14099779,1.0514743419464556
2020-06-10,645485.0,121166.76327399,1.1552248769600477
2020-06-11,673800.0,238689.10282836,1.1153569328211705
2020-06-12,635165.0,126474.97348093,0.8845568797037301
2020-06-13,541115.0,61174.68635016,0.7132876932239516
2020-06-14,502951.0,48809.12416476,0.5594619884394664
2020-06-15,606713.0,184093.56978128,1.0766916086243836
2020-06-16,683561.0,174623.15810895,1.4330619619191847
2020-06-17,669086.0,180462.30516009,1.362845740594339
2020-06-18,582343.0,126594.8076192,1.4837655194989028
2020-06-19,674050.0,250423.06322562,1.3440475957526834
2020-06-20,553650.0,62454.26432165,0.9817103942579094
2020-06-21,475037.0,57418.26893659,0.9214662577031297
2020-06-22,603576.0,144350.81956594,1.1399751528800315
2020-06-23,704215.0,223797.324362,1.2438425254741932
2020-06-24,625283.0,177466.23306765,1.2765390715337745
2020-06-25,631260.0,195917.99431231,1.1850250436640366
2020-06-26,646111.0,216139.18236848,0.9640556896615029
2020-06-27,546558.0,65743.23207016,0.7734707518793128
2020-06-28,500152.0,66482.75948601,0.6736973359503075
2020-06-29,625207.0,120204.06542879,0.9647246332437449
2020-06-30,621031.0,105381.41040472,1.311118435572526
2020-07-01,758469.0,159811.64022379,1.5486618429689598
2020-07-02,674745.0,145280.40392493,1.508897584867234
2020-07-03,661454.0,127873.11886927,1.5050121953244322
2020-07-04,561108.0,65853.25112188,1.0033764629807342
2020-07-05,509206.0,56485.87730006,0.8291435232415069
2020-07-06,678157.0,153047.68296299,1.0305000230288073
2020-07-07,706177.0,136498.13518475,1.0964111451970808
2020-07-08,702636.0,168963.39771102,1.285678381648199
2020-07-09,708162.0,148305.10213171,1.4283440679537465
2020-07-10,681724.0,134832.56779962,1.2978095540151622
2020-07-11,601249.0,62439.45483231,0.984296095701419
2020-07-12,525851.0,52038.28606021,0.805138301319414
2020-07-13,638906.0,145833.85066208,1.2248703781675998
2020-07-14,734433.0,135077.87873092,1.6383711137634607
2020-07-15,671171.0,134399.36045799,1.8764461761821183
2020-07-16,709099.0,138881.66240032,2.062710445743203
2020-07-17,629600.0,120592.3334977,2.40199248809848
2020-07-18,632584.0,76360.18484154,2.259369656236279
2020-07-19,550119.0,69405.55348604,1.5365015239605113
2020-07-20,644972.0,115174.80670189,2.3275324317585193
2020-07-21,660884.0,142457.17097893,3.045458382109064
2020-07-22,748958.0,171740.04536776,3.676014327255039
2020-07-23,696765.0,181464.97046959,3.8347066996201287
2020-07-24,740460.0,165485.21008473,3.219713080208293
2020-07-25,619497.0,93120.88008072,2.9235701348176315
2020-07-26,608050.0,102256.38673427,2.5458033985911146
2020-07-27,690892.0,241064.03097767,3.9383274336404
2020-07-28,745966.0,247901.53996404,5.820490275380361
2020-07-29,717842.0,186376.24203951,5.597591854102927
2020-07-30,689993.0,171555.36850361,6.063625376249325
2020-07-31,733209.0,190126.70314336,5.395268920156427
2020-08-01,644333.0,110125.76372457,5.0296478714269055
2020-08-02,616214.0,102452.37259534,4.194518066600502
2020-08-03,708227.0,233677.32376718,4.399567430026277
2020-08-04,708169.0,134798.1200302,3.803651793965906
2020-08-05,655315.0,120526.43279489,5.383754349306681
2020-08-06,762479.0,180464.5498093,6.4747062303318454
2020-08-07,707225.0,162147.28054885,4.97062722643809
2020-08-08,625679.0,81890.38277316,3.2551903605918957
2020-08-09,564507.0,70244.03826157,2.7236877486395783
2020-08-10,683507.0,171350.552971,5.153919879861334
2020-08-11,744212.0,157580.08954622,5.035495808162519
2020-08-12,733894.0,141475.93979464,4.144409838369539
2020-08-13,690043.0,147604.36547487,3.873112560600315
2020-08-14,755913.0,194831.86014598,3.4958583682312083
2020-08-15,664922.0,91847.94287955,2.5782466287612507
2020-08-16,571198.0,77886.22661437,2.522819273551175
2020-08-17,652100.0,168397.06450122,3.3851101832045374
2020-08-18,739835.0,194088.92428771,5.621387878289369
2020-08-19,710405.0,165408.41867124994,5.21382821704613
2020-08-20,705709.0,135544.17042732993,4.623504244804337
2020-08-21,675988.0,129046.70785575006,5.079750426778504
2020-08-22,649053.0,81975.71478551996,3.480698243880828
2020-08-23,569381.0,59773.08127484999,2.419337055456884
2020-08-24,674821.0,114941.93451913002,2.7994432331077257
2020-08-25,678008.0,136983.09553248997,3.432490714200007
2020-08-26,696908.0,141116.28273540997,3.8153900353961183
2020-08-27,702891.0,139498.85341366997,4.274059786205932
2020-08-28,720277.0,175750.82905829992,3.393791228922488
2020-08-29,617518.0,81346.11833217996,2.587934196866843
2020-08-30,555079.0,94059.00261656,2.765981571458787
2020-08-31,662241.0,201119.7191597001,3.601940609206656
2020-09-01,795329.0,197979.43152455,3.9811824770550293
2020-09-02,714425.0,182860.6171277401,4.663908076508935
2020-09-03,691592.0,199753.31196598004,4.749243621628431
2020-09-04,680093.0,242003.2833319,5.450689999716249
2020-09-05,685736.0,122922.04357359996,3.8286119984652145
2020-09-06,557370.0,92445.78406697,2.756574907009103
2020-09-07,672721.0,172730.1363213799,3.0167336449828435
2020-09-08,693543.0,168463.89601938007,2.5571293773815347
2020-09-09,681429.0,145217.14817268006,2.8906553346996797
2020-09-10,745318.0,146146.67801436002,3.297351016808188
2020-09-11,677215.0,156938.70920046995,3.1815530399649496
2020-09-12,604531.0,82608.73707797992,2.028699739769849
2020-09-13,540351.0,75670.98122475,1.9953433022038494
2020-09-14,726085.0,156009.63340145,2.2784477096605884
2020-09-15,718787.0,155491.34199574,2.4967135757194905
2020-09-16,747111.0,172048.70141792996,2.4741851199823692
2020-09-17,740029.0,158931.5173593,2.214542599130432
2020-09-18,687638.0,177236.43349251992,2.3292859131344397
2020-09-19,624125.0,92668.96837166004,1.7671250043520144
2020-09-20,535691.0,77545.23233521999,1.3891759718324936
2020-09-21,644695.0,152786.40710971996,2.1830418943378915
2020-09-22,678668.0,154965.64202564996,2.479543330150219
2020-09-23,733591.0,184851.04294776995,2.8655003325228185
2020-09-24,684217.0,195896.2267462901,2.7484041701281785
2020-09-25,741029.0,178614.73269464995,2.3725591893338995
2020-09-26,591249.0,74160.39488330999,1.622402715890292
2020-09-27,538619.0,73759.51965533,1.5691736256332167
2020-09-28,629197.0,151223.61450625997,2.129118255040105
2020-09-29,735651.0,163844.81304375996,2.559147967929874
2020-09-30,748143.0,145528.2810982,2.9015797806668013
2020-10-01,679937.0,156037.05200603,3.5903998693527632
2020-10-02,689077.0,217076.73619106997,4.083656083970861
2020-10-03,642826.0,80285.35246207999,2.4848202510618447
2020-10-04,562147.0,59889.36436076999,2.2082528418748484
2020-10-05,635097.0,125552.04600594002,3.6705766881470265
2020-10-06,692891.0,129486.63340467996,3.8378131493702385
2020-10-07,762636.0,174094.30786101,3.1839000799889763
2020-10-08,698982.0,145781.9892372799,3.3658503479963184
2020-10-09,714645.0,186619.71727888004,3.5890094595490107
2020-10-10,631182.0,101443.97258364002,2.880854901241262
2020-10-11,541483.0,57355.84368799999,2.279612451947082
2020-10-12,658073.0,132805.27278606,2.7306698699891787
2020-10-13,732250.0,149869.35707315995,2.5524267414124373
2020-10-14,680468.0,144103.09234183,2.7020515489997323
2020-10-15,743078.0,145192.82140973,2.632863628501215
2020-10-16,712317.0,152867.05156987003,2.2437796873691105
2020-10-17,586741.0,61240.06511988,1.473658940241049
2020-10-18,512486.0,49419.09261597001,1.7993792536301436
2020-10-19,679146.0,139860.20001045,1.9361309863336014
2020-10-20,713764.0,139952.75314706005,2.797863894295761
2020-10-21,687152.0,190561.11493135992,4.6953985724521985
2020-10-22,753892.0,255685.31198723995,6.480785295032734
2020-10-23,712518.0,214302.02330151,5.80642705081953
2020-10-24,657714.0,78368.12347480995,4.043907545124341
2020-10-25,547380.0,58962.23316382002,3.5161969798206116
2020-10-26,579939.0,163659.57108549005,5.752067801423124
2020-10-27,600338.0,142312.25893298996,10.245218650359009
2020-10-28,615001.0,187898.0116379801,11.638373018628517
2020-10-29,652778.0,160004.86911104005,12.531137392021646
2020-10-30,635998.0,141057.58993047,13.129840128849542
2020-10-31,613906.0,95944.03520103,13.153775692758723
2020-11-01,592197.0,86295.05041193997,8.889093222448418
2020-11-02,543348.0,126516.49777353,12.638245824988372
2020-11-03,727413.0,279667.716385,11.871891136589499
2020-11-04,707247.0,143257.94298741993,8.878895035463971
2020-11-05,729209.0,348418.6143041401,14.453394173052766
2020-11-06,756129.0,226071.88272974023,11.127916442221139
2020-11-07,608746.0,97493.11126577,7.673814934872027
2020-11-08,555482.0,73988.18895611,6.114663198046912
2020-11-09,713629.0,177538.4853910999,6.809532094660952
2020-11-10,684892.0,171897.33229668,7.820301101659084
2020-11-11,713744.0,174110.37201595,5.213674989764986
2020-11-12,721180.0,204679.98235913995,5.08243239608048
2020-11-13,685725.0,163123.30853356994,5.573901209747982
2020-11-14,613373.0,84583.84085695003,3.534433538678525
2020-11-15,555375.0,49737.54381367,2.6838456994318904
2020-11-16,681273.0,142732.5278929499,4.411017375152355
2020-11-17,770689.0,181281.85333923,4.4863397670763
2020-11-18,807705.0,231375.53073303992,4.9231965440035985
2020-11-19,717377.0,148181.44045960004,5.433656184584319
2020-11-20,772326.0,227786.31927440004,4.0320716360615885
2020-11-21,663959.0,120634.32170732996,2.822013707936145
2020-11-22,587237.0,78963.93118706,2.180701206156975
2020-11-23,671932.0,146336.89543220002,3.507932598415039
2020-11-24,756417.0,219739.99051476,4.907728127507162
2020-11-25,812699.0,187608.88242724,5.197677967036265
2020-11-26,736612.0,205207.80888847008,5.600704498743084
2020-11-27,719237.0,209319.16610076,4.4467001521852145
2020-11-28,644206.0,75790.24754619996,3.351576498299718
2020-11-29,589008.0,75273.85776333,2.747227701611459
2020-11-30,623554.0,174045.0424795999,5.367705689324362
2020-12-01,841581.0,239398.77381604,7.405563838500065
2020-12-02,756978.0,157633.2134041599,7.716414410157343
2020-12-03,777633.0,141981.73842658996,8.121423309944445
2020-12-04,729984.0,162656.5754901901,6.51758942057113
2020-12-05,642981.0,65725.79167388998,4.716345765500001
2020-12-06,582059.0,52342.98136957,3.5837142463293934
2020-12-07,673269.0,109478.32196920009,4.366396459119458
2020-12-08,737193.0,199640.1308773499,4.24923675171088
2020-12-09,748572.0,142289.25044238,4.1216454555904125
2020-12-10,713602.0,211693.5757270099,4.315483554838831
2020-12-11,711679.0,162206.33931064003,4.186372516701403
2020-12-12,654893.0,104784.24717678,3.191360683232938
2020-12-13,611911.0,178997.75355398993,2.736628201744545
2020-12-14,696656.0,140039.58424129002,3.613972893246254
2020-12-15,722550.0,160706.07545407003,4.3325219561351895
2020-12-16,751162.0,209514.45641449,5.273340350160571
2020-12-17,754492.0,245026.81111816983,12.164308461096313
2020-12-18,851929.0,269861.73048439994,12.01118539753518
2020-12-19,756109.0,118538.22597463,8.151270439079005
2020-12-20,638816.0,103361.44931117998,6.169859763927721
2020-12-21,649848.0,169206.41709765,12.013980321788543
2020-12-22,738842.0,277726.3904643801,9.524689059019783
2020-12-23,782736.0,273159.57702678005,9.955909826771387
2020-12-24,639280.0,172668.29481989006,9.188479126697505
2020-12-25,662980.0,98032.91245185,7.297509672371263
2020-12-26,627843.0,102903.82533449004,6.483505010774115
2020-12-27,696527.0,173299.87122454,8.071646954717467
2020-12-28,717073.0,297406.0308215799,8.774707058905424
2020-12-29,775919.0,205701.9753501901,8.410156419112946
2020-12-30,807268.0,207164.0435902901,8.805475541753799
2020-12-31,809871.0,195528.20735463,9.50776350509401
2021-01-01,609741.0,148420.30425110986,5.639329695650229
2021-01-02,711719.0,197649.46868496,8.428783571334467
2021-01-03,812749.0,175403.47221832,8.057991387754893
2021-01-04,851667.0,234965.05398174,9.40876520034743
2021-01-05,845343.0,209211.2070226302,10.386145935458414
2021-01-06,924851.0,217195.16288214005,11.266305349836951
2021-01-07,940647.0,258243.12648481008,11.702893148416557
2021-01-08,883788.0,222609.08169238,15.160501227868053
2021-01-09,760179.0,144078.68911506998,14.223139177108322
2021-01-10,768365.0,108186.5548879601,10.977942573564283
2021-01-11,801285.0,204127.78390739,13.665818233058188
2021-01-12,796457.0,209957.30793954004,17.357947273551687
2021-01-13,772596.0,152692.81917430006,14.806818835063005
2021-01-14,802110.0,217046.98492489985,17.001090800252058
2021-01-15,808283.0,173447.9771496402,15.990432847947938
2021-01-16,733398.0,69617.32967057,10.778741252344046
2021-01-17,642730.0,71912.96096476997,8.67941788124594
2021-01-18,720228.0,106369.43070738998,9.832396252098258
2021-01-19,757920.0,203229.19339637,11.182780774345657
2021-01-20,755823.0,145190.37490666003,10.423643164715177
2021-01-21,736588.0,143477.54309174995,13.48327306907678
2021-01-22,783335.0,169002.85624860998,11.292711587658863
2021-01-23,710703.0,64942.432607790026,7.993262389263994
2021-01-24,608849.0,61031.89430091996,7.336434656196106
2021-01-25,732867.0,116295.08412392,11.099155525592668
2021-01-26,768537.0,132373.80457356005,7.802357199859074
2021-01-27,787548.0,174921.91645744996,7.964007811269864
2021-01-28,767142.0,156961.96833171003,8.609167912770376
2021-01-29,888960.0,234227.37633319,17.381832268586844
2021-01-30,756022.0,100245.93886341002,15.105368318268411
2021-01-31,702062.0,94042.69596368005,11.538835116205927
2021-02-01,724841.0,136226.08185362996,15.766884401825246
2021-02-02,865515.0,125115.65292609997,14.282229524623256
2021-02-03,836448.0,136350.72736042007,14.267639368142085
2021-02-04,895626.0,166678.34542734007,17.054290358260168
2021-02-05,856297.0,163706.56414459998,15.213119328893878
2021-02-06,795079.0,115157.58511746002,14.296330258343136
2021-02-07,718596.0,90818.88327887,11.45013229284553
2021-02-08,822971.0,197784.15422891997,17.513209625087292
2021-02-09,903883.0,232063.37849381,25.79972633497073
2021-02-10,861426.0,159372.25521930997,22.832437566592375
2021-02-11,796146.0,136428.27333403,29.114050021490176
2021-02-12,857246.0,163544.30939108998,28.585127325187457
2021-02-13,788028.0,77650.76285361001,20.635291725114666
2021-02-14,698818.0,63799.55250689998,17.28678734068824
2021-02-15,769869.0,105059.15321713996,19.163693305736004
2021-02-16,745457.0,126638.80233883004,19.790817101285615
2021-02-17,829226.0,151209.80276913996,22.825040891750287
2021-02-18,820203.0,154580.43547161002,24.8237162161376
2021-02-19,884319.0,167679.29784459993,25.060581577828714
2021-02-20,830094.0,124425.4210760101,25.975861908282234
2021-02-21,680893.0,136889.62943017995,24.37389714300555
2021-02-22,761941.0,155804.11900264,25.21470135804094
2021-02-23,796658.0,247476.09879632003,31.46395932579774
2021-02-24,874171.0,183195.8444272599,26.766130816223622
2021-02-25,830544.0,161757.85726635004,23.71692025353394
2021-02-26,817077.0,154452.77138032005,22.643140958625676
2021-02-27,775777.0,72523.79519221003,15.321531752273685
2021-02-28,629972.0,72080.67562708003,14.614039909615508
2021-03-01,748049.0,123112.49439479002,20.785657830989294
2021-03-02,810035.0,137624.95520370008,19.362727770698292
2021-03-03,840642.0,129395.32500911008,20.192717298372965
2021-03-04,752764.0,106429.64074627,19.36537056495974
2021-03-05,806404.0,179641.40703516998,17.194441561595845
2021-03-06,677322.0,58172.98088044998,13.07898012339912
2021-03-07,654593.0,64871.56114267001,13.73474769040813
2021-03-08,723503.0,127032.03198667,15.783803506361624
2021-03-09,782612.0,134692.73664909002,18.942868150744403
2021-03-10,833186.0,136698.28115417,17.782475266356947
2021-03-11,766597.0,138580.23924892006,21.52641955062327
2021-03-12,818834.0,147297.76156873,20.782853054231303
2021-03-13,739312.0,106924.79315580004,24.949472342257092
2021-03-14,736008.0,97732.30858979,17.378398806998096
2021-03-15,782966.0,129272.84107778994,22.08740214714156
2021-03-16,822884.0,151746.42057950993,19.14099736585232
2021-03-17,808119.0,114193.03355128004,20.32377248257203
2021-03-18,885634.0,97079.86049105,24.39979620361649
2021-03-19,833389.0,101925.6648301901,21.78973015951539
2021-03-20,742019.0,57434.79735384006,17.153507761842217
2021-03-21,612850.0,63859.55675437001,15.132434596108448
2021-03-22,781908.0,93768.61009292,16.24008340336381
2021-03-23,810265.0,138498.76467873997,14.394155605939407
2021-03-24,780464.0,126194.33793225998,14.91543628209803
2021-03-25,847860.0,143962.96524558,14.121635005451923
2021-03-26,790548.0,140851.73459452,14.736613038561925
2021-03-27,722993.0,67802.90336114001,12.827980764524636
2021-03-28,629197.0,49183.45583514,13.037264879089722
2021-03-29,776764.0,115433.5345159,15.330280289411256
2021-03-30,826466.0,107382.98447093,17.613066367274314
2021-03-31,900660.0,115544.04765653,18.10024900171318
2021-04-01,814587.0,118265.60654696,17.001888295912064
2021-04-02,795716.0,109663.88408504,17.338903056969787
2021-04-03,704293.0,64840.81601995,17.93985808023361
2021-04-04,618857.0,52206.70430659998,15.770919488138981
2021-04-05,763702.0,96628.08597559,19.064123544183353
